,movie_title,content_rating,genres,directors,authors,actors,original_release_date,runtime,production_company,tomatometer_rating,tomatometer_count,audience_rating,audience_count,meta_score,summary,combo_score,rating_diff
21,Anthropoid,R,"Drama, Mystery & Suspense",Sean Ellis (II),"Sean Ellis (II), Anthony Frewin","Cillian Murphy, Jamie Dornan, Charlotte Le Bon, Toby Jones, Harry Lloyd, Anna Geislerov, Marcin Dorocinski, Bill Milner, Sam Keeley, Jir Simek, Jir Simek, Mish Boyko, Vclav Neuzil, Andrej Polak, Alena Mihulov, Brian Caspe, Karel Hermnek, Sara Arnsteinova, Hana Frejkova, Sean Mahon, Jan Hjek, Pavel Rezncek, Jan Hjek, Justin Svoboda, Jan Jankovsky, Jaroslav Psenicka, Detlef Bothe, Martin Hofmann, John Martin, David Bredin, Frantisek Stupka, Igor Bares, Roman Zach, Alexander von der Groeben, Marek Motlicek, Patrick Kalupa, Jan Budar, Ondrej Mal, Miroslav Lhotka, Petr Kotik, Marek Pospichal, Nicolai Borger",8/12/2016,120,LD Entertainment,66,106,71,6553,59,"Anthropoid is based on the extraordinary true story of ""Operation Anthropoid,"" the code name for the Czechoslovakian operatives' mission to assassinate SS officer Reinhard Heydrich. Heydrich, the main architect behind the Final Solution, was the Reich's third in command behind Hitler and Himmler and the leader of Nazi forces in Czechoslovakia. The film follows two soldiers from the Czechoslovakian army-in-exile, Josef Gabk (Cillian Murphy) and Jan Kubis (Jamie Dornan), who are parachuted into their occupied homeland in December 1941. With limited intelligence and little equipment in a city under lock down, they must find a way to assassinate Heydrich, an operation that would change the face of Europe forever.",62.5,8.5
22,Antibirth,NR,Horror,Danny Perez,Danny Perez,"Natasha Lyonne, Chlo Sevigny, Meg Tilly, Mark Webber, Maxwell McCabeLokos, Emmanuel Kabongo, Neville Edwards, Morgan Bedard, Corey Pascall, Lili Francks, MarieJosee Dionne, Jessica Greco, Kevin Hoffman, Spider Allen, Chad Gibbons, Megan Dawson, Wayne St George, John MacRae, David Scott",9/2/2016,94,Traverse Media,70,33,33,484,56,"Hard-drinking, pill-popping, bong-ripping Lou (Natasha Lyonne) and her best friend Sadie (Chlo Sevigny) spend their days adrift in a druggy haze. But one wild night out becomes a bad trip that never ends when Lou wakes up with symptoms of an unexplained, highly abnormal pregnancy. Whoor whatis growing inside her? As her due date approaches with alarming swiftness, the fear, paranoia, and conspiracy theories begin to pile up. [IFC Midnight]",63,-30
23,Approaching the Unknown,PG,"Drama, Mystery & Suspense, Science Fiction & Fantasy",Mark Elijah Rosenberg,Mark Elijah Rosenberg,"Luke Wilson, Mark Strong II, Sanaa Lathan, Anders Danielsen Lie, Charles Baker II",6/3/2016,90,Rooftop Films,43,21,14,1539,53,"Captain William D. Stanaforth (Mark Strong) is on a one-way solo mission, taking humanitys first steps toward colonizing Mars. Although the entire world is watching him, he is completely alone in a dark and distant sea of stars. Stanaforth rockets bravely through space facing insurmountable odds, but as the journey takes a toll on his life-sustaining systems, he is forced to make impossible choices that threaten his sanity, mission and very existence.",48,-34
24,Arrival,PG-13,"Drama, Mystery & Suspense, Science Fiction & Fantasy",Denis Villeneuve,Eric Heisserer,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, Mark OBrien IX, Tzi Ma, Abigail Pniowsky, Julia Scarlett Dan, Jadyn Malone, Frank Schorpion, Lucas ChartierDessert, Christian Jadah, Lucy van Oldenbarneveld, Andrew Shaver, Pat Kiely, Sonia Vigneault, Mark Camacho, Sabrina Reeves, Julian Casey, Tony Robinow, Larry Day, Matthew Willson, Ruth Chiang, Russell Yuen, Sergey Marchenko, Anana Rydvald, Bineyam Girma, Abdelghafour Elaaziz, Abdul Ayoola, Alex M Yeuh, Daniel Esteban, Albert Kwan, Brittany Teo, Joe Cobden, Lorne Brass, Genevieve Sirois, Victor Andres TurgeonTrelles, Michael Nangreaves, Reda Guerinik, Adrien Benn, Sasha Samar, Kathleen Stavert, Kattia Thony, Leisa Reid, Brent Skagford, Gurdeep Ahluwalia, Shawn Campbell, Brian Dunstan, Dan Duran, Lori Graham, Orla Johannes, John Moore, Sangita Patel, Hal Roberts, Camille Ross, Ola Sturik, Tammie Sutherland, Max Walker, MarcAndr Goulet, PaulAntoine Taillefer, Martin Pelletier Jr, Martin Pelletier Jr",11/11/2016,116,21 Laps Entertainment,94,426,82,83315,81,"When mysterious spacecraft touch down across the globe, an elite team is put together to investigate  including language expert Louise Banks (Amy Adams). Mankind teeters on the verge of global war as everyone scrambles for answers  and to find them, Banks will take a chance that could threaten her life, and quite possibly humanity.",87.5,-5.5
25,Assassin's Creed,PG-13,"Action & Adventure, Drama",Justin Kurzel,"Bill Collage, Adam Cooper, Justin Kurzel, Michael Lesslie","Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson, Charlotte Rampling, Michael Kenneth Williams, Denis Mnochet, Ariane Labed, Khalid Abdalla, Carlos Bardem, Javier Gutirrez, Essie Davis, Mattias Padin Varela, Callum Turner, Hovik Keuchkerian, Crystal Clarke, Michelle H Lin, Julio Jordan, Angus Brown, Kemaal DeenEllis, Aaron Monaghan, Thomas Camilleri, Marysia S Peres, Jeff Mash, James Sobol Kelly, Gabriel Andreu, Yuric Allison, Joe Kennard, Gertrude Thoma, Juan Pablo Shuk",12/21/2016,116,20th Century Fox,18,221,43,57442,36,"Through a revolutionary technology that unlocks his genetic memories, Callum Lynch (Michael Fassbender) experiences the adventures of his ancestor, Aguilar, in 15th Century Spain. Callum discovers he is descended from a mysterious secret society, the Assassins, and amasses incredible knowledge and skills to take on the oppressive and powerful Templar organization in the present day. [20th Century Fox]",27,16
26,Author: The JT LeRoy Story,R,Documentary,Jeff Feuerzeig,Jeff Feuerzeig,"Laura Albert, Bruce Benderson, Dennis Cooper, Panio Gianopoulos, Winona Ryder, Ira Silverberg, Terry Gross, Courtney Love, Madeleine Brand, Stephen Beachy, Geoffrey Knoop, Jeffrey KusamaHinte, Nancy Rommelmann",9/9/2016,110,RatPac Documentary Films,77,91,62,471,72,"On January 9, 2006 The New York Times sent shockwaves through the literary world when it unmasked it boy wunderkind JT LeRoy, whose tough prose about a sordid childhood had captivated icons and luminaries internationally. It turned out LeRoy didnt actually exist. He was the creative expression of 40-year-old San Francisco former phone-sex operator turned housewife, Laura Albert. Author: The JT LeRoy Story takes us down the infinitely fascinating rabbit hole of how Laura Albertlike a Cyrano de Bergerac on steroidsbreathed not only words, but life, into her avatar for a decade. Alberts epic and entertaining account plunges us into a glittery world of rock shows, fashion events, and the Cannes red carpet where LeRoy becomes a mysterious sensation. As she recounts this astonishing odyssey, Albert also reveals the intricate web spun by irrepressible creative forces within her. Her extended and layered JT LeRoy performance still infuriates many; but according to Albert, channeling her brilliant fiction through another identity was the only possible path to self-expression.",74.5,-12.5
27,Ava's Possessions,R,Horror,Jordan Galland,Jordan Galland,"Louisa Krause, Jemima Kirke, Dan Fogler, Whitney Able, Carol Kane, Alysia Reiner, William Sadler, John Ventimiglia, Joel de la Fuente, Lou Taylor Pucci, Deborah Rush, Zachary Booth, Wass W Stevens, Tarik Lowe, Geneva Carr, Annabelle DexterJones, Stella Schnabel, Ian Unterman, Roe Hartrampf, Kevin ODonnell, Aurelie Claudel, George Aloi, Olivia Anton, Erik Potempa, Nelly Weiser, Tim Beirne",3/4/2016,89,Off Hollywood Pictures,69,16,41,315,53,"Ava Dopkins is recovering from demonic possession. With no memory of the past month, she is forced to attend a Spirit Possessions Anonymous support group. As she navigates this new world, Ava must reconnect with her friends, get her job back, and figure out whose blood created the huge stain in her apartment. Ava's life was hijacked by a demon, now it's time to get it back.",61,-20
28,Bad Moms,R,Comedy,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn, Christina Applegate, Emjay Anthony, Jada Pinkett Smith, Jay Hernandez, Annie Mumolo, Oona Laurence, David Walton, Clark Duke, Wendell Pierce, Leah McKendrick, Megan Ferguson, Lyle Brocato, Wanda Sykes, JJ Watt, Ann Mahoney, Samantha Beaulieu, Yuka Takara, Jackie Tuttle, Adria Tennor, Kelly Lind, Lena Clark, Karmen Capella, Donna DuPlantier, Lindsey Garrett, Angela Larson, Christina DeRosa, Shauna Rappold, Lara Grice, Elizabeth Elkins, Carrie Lazar, Nina Millin, Yan Feldman, Jaylen Moore, David E Simpson, Turner Crumbley, Billy Slaughter, Meghan Wolfe, Jay Jablonski, Dickson Obahor, Lajessie Smith, Eugenia Kuzmina, Mary Margaret McCloud, Lilly Singh, Harry Beckstead, Xanthus Valan, Martha Stewart, Colin Egglesfield, Elvira Kunis, Karen Hahn, Nancy Priddy, Adrienne Banfield, Lorelei Bell, Alice Mumolo",7/29/2016,101,Block Entertainment,58,169,63,41091,60,"Amy (Mila Kunis) has a seemingly perfect life - a great marriage, over-achieving kids, beautiful home and a career. However she's over-worked, over-committed and exhausted to the point that she's about to snap. Fed up, she joins forces with two other over-stressed moms on a quest to liberate themselves from conventional responsibilities  going on a wild, un-mom-like binge of long overdue freedom, fun and self-indulgence  putting them on a collision course with PTA Queen Bee Gwendolyn (Christina Applegate) and her clique of devoted perfect moms.",59,4
29,Bad Santa 2,R,Comedy,Mark Waters (VIII),"Johnny Rosenthal, Shauna Cross","Billy Bob Thornton, Kathy Bates, Tony Cox, Christina Hendricks, Brett Kelly, Ryan Hansen, Jenny Zigrino, Jeff Skowron, Cristina Rosato, Christina Rosato, Mike Starr, Octavia Spencer",11/23/2016,92,Miramax/Broad Green,24,134,33,10356,38,"Fueled by cheap whiskey, greed and hatred, Willie Soke (Billy Bob Thornton) teams up once again with his angry little sidekick, Marcus (Tony Cox), to knock off a Chicago charity on Christmas Eve. Along for the ride is the kid - chubby and cheery Thurman Merman (Brett Kelly), a 250-pound ray of sunshine who brings out Willies sliver of humanity. Mommy issues arise when the pair are joined by Willies horror story of a mother, Sunny Soke (Kathy Bates). A super butch super bitch, Sunny raises the bar for the gangs ambitions, while somehow lowering the standards of criminal behavior. Willie is further burdened by lusting after the curvaceous and prim Diane (Christina Hendricks), the charity director with a heart of gold and libido of steel.",31,2
30,Barbershop: The Next Cut,PG-13,Comedy,Malcolm D. Lee,"Kenya Barris, Tracy Oliver","Ice Cube, Cedric the Entertainer, Regina Hall, Sean Patrick Thomas, Eve, Anthony Anderson, Jazsmin Lewis, Common, Nicki Minaj, Troy Garity, Lamorne Morris, Utkarsh Ambudkar, Margot Bingham, Deon Cole, Michael Rainey Jr, Diallo Thompson, Tyga, Jamal Woolard, Renell Gibbs, Felicia ODell, Hallie Ricardo, Elizabeth Dozier, Reggie Brown, Christin Rankins, Charles Black, Timon Kyle Durrett, Yusuf Gatewood, Deborah Ayorinde, Chala Savino, Brad Sanders, Christin D Rankins, Marcia Wright, Quinn McPherson, Torion Sellers, II, Moses Jones, Erique Mitchell, Isaiah John, Lindsey Ward, N Kozmo Miller, Hayden Obligacion, Winston Brooks, Robert Crayton, Selina Laffinette, Peter M Rosenberg, Cordelius Parks",4/15/2016,112,Warner Bros. Pictures,90,93,66,19809,67,"Its been more than 10 years since our last appointment at Calvins Barbershop.  Calvin (Ice Cube) and his longtime crew, including Eddie (Cedric the Entertainer), are still there, but the shop has undergone some major changes.  Most noticeably, our once male-dominated sanctuary is now co-ed.  The ladies bring their own flavor, drama and gossip to the shop challenging the fellas at every turn.  Despite the good times and camaraderie within the shop, the surrounding community has taken a turn for the worse, forcing Calvin and our crew to come together to not only save the shop, but their neighborhood.",78.5,-12.5
31,Barry,NR,Drama,Vikram Gandhi,Adam Mansbach,"Devon Terrell, Anya TaylorJoy, Ashley Judd, Jenna Elfman, Ellar Coltrane, Linus Roache, Avi Nash",12/16/2016,104,Netflix,80,46,52,882,72,"A young Barack Obama, known to his friends as Barry, arrives in New York City in the fall of 1981 to begin his junior year at Columbia University. In a crime-ridden and racially charged environment, Barry finds himself pulled between various social spheres and struggles to maintain a series of increasingly strained relationships with his Kansas-born mother, his estranged Kenyan father, and his classmates. [Netflix]",76,-24
32,Baskin,NR,"Art House & International, Horror, Science Fiction & Fantasy",Can Evrenol,"Can Evrenol, Cem Ozuduru, Ercin Sadikoglu, Ogulcan Eren Akay","Grkem Kasal, Ergun Kuyucu, Mehmet Cerrahoglu, Sabahattin Yakut, Mehmet Fatih Dokgz, Muharrem Bayrak, Elif Dag, Fadik Blbl, Leman Sevda Daricioglu, Tugba Ozkul, Mehmet Akif Budak, Aslihan Erguvan, Serhat Mustafa K305l305, Berat Efe Parlar, Ihsan Onal, 350evket Sha Tezel, Sema Semih, Kerem Kurt, Asl305han Erguvan, Seyithan zdemir, Derin Cankaya, Burakhan Pasabeyoglu, Ercin Sadikoglu, Ihsan Ozgen, Hayati Citaklar, Mehmet Kosemen, Mumin Kaar, Sevket Suha Tezel, Zafer Talibas, Iclal, Arda Sanatkar, Murat Yaylagul, Alper Magriso, Mehmet Karatay, Seref Oguz, Sevinc Kaya, Aysenur Abay, Serhat Kili, Fulya Peker, Deniz Ozince",3/25/2016,97,Film Colony,79,43,46,1882,58,"A five-man unit of cops on night patrol get more than they bargain for when they arrive at a creepy backwater town in the middle of nowhere after a call comes over the radio for backup. Entering a derelict building, the seasoned tough guys and their rookie junior, whos still haunted by a traumatic childhood dream, do the one thing you should never do in this kind of movie: they split up. They soon realize theyve stumbled into a monstrous charnel house and descend into an ever-more nightmarish netherworld where grotesque, mind-wrenching horrors await them at every turn. This is one baskin (thats police raid to you non-Turkish speakers) that isnt going to end well. But wait! Things arent what they seem in this truly disturbing, outrageously gory, and increasingly surreal film whose unpredictable narrative slippages pull the carpet from under your feet and keep you guessing right up to the final moment. A wildly original whatsit that reconfirms Turkey as the breakout national cinema of the moment. [IFC Midnight]",68.5,-22.5
33,Batman v Superman: Dawn of Justice,PG-13,"Action & Adventure, Science Fiction & Fantasy",Zack Snyder,"Zack Snyder, David S. Goyer, Chris Terrio","Ben Affleck, Henry Cavill, Amy Adams, Diane Lane, Laurence Fishburne, Gal Gadot, Jesse Eisenberg, Jeremy Irons, Ray Fisher, Jason Momoa, Holly Hunter, Scoot McNairy, Callan Mulvey, Tao Okamoto, Brandon Spink, Mark Edward Taylor, Lauren Cohan, Alan Purwin, Hugh Maguire, Michael Shannon, Tiffany Addison, Hanna Dworkin, Owais Ahmed, Anish Jethmalani, Tiffany Bedwell, Keith D Gallagher, Ripley Sobo, Natalee Arteaga, Richard Burden, Jeff Dumas, Julius Tennon, Sammi Rotibi, Miriam Lee, Michael Cassidy, Alicia Regan, Wunmi Mosaku, Dennis North, Matahi Drollet, Mormon Maitui, Kiff VandenHeuvel, Mason Heidger, Taraina Sanford, Whitney Yang, Kristine Cabanban, Sebastian Sozzi, Kent Shocknek, Ralph Lister, Sammy Publes, Jay Adams, Julia Glander, Rebecca Buller, Michael D Ellison, Kirill Ostapenko, Cleve McTier, Rashontae Wawrzyniak, Harry Lennix, Christina Wren, Tom Luginbill, David Midura, Dave Pasch, Danny Mooney, Henry Frost, Jay Towers, Nicole Forester, Debbie Stabenow, Jade Chynoweth, Aida Munoz, Bevin Kowal, Vikram Gandhi, Andrew Sullivan, Charlie Rose, Chad Krowchuk, Neil deGrasse Tyson, Milica Govich, John Lepard, Sandra Love Aldridge, Soledad OBrien, Carmen Ayala, Chris Newman, Josh Carrizales, Dana Bash, James Quesada, Lulu Dahl, John Seibert, Sam Logan Khaleghi, Connie Craig, Patrick Leahy, Carla Gugino, David Dailey Green, Madison Autumn Mies, Thomas M Taylor, Graham WJ Beal, Henri Franklin, Jonathan West, TJ Martinelli, Thom Kikot, Liam Tailford, Zachary JI Schafer, Monrico Ward, Anne Marie Damman, Henrietta Hermelin, Alan D Purwin",3/23/2016,153,Warner Bros. Pictures,28,423,62,234935,44,"Fearing the actions of a god-like super hero left unchecked, Gotham Citys own formidable, forceful vigilante takes on Metropoliss most revered, modern-day savior, while the world wrestles with what sort of hero it really needs.  And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than its ever known before. [Warner Bros.]",36,26
34,Before the Flood,PG,Documentary,Fisher Stevens,Mark Monroe,"Leonardo DiCaprio, Barack Obama, Bill Clinton, John Kerry, Elon Musk, Pope Francis",10/30/2016,93,Appian Way Productions,75,32,77,4845,63,"A look at how climate change affects our environment and what society can do prevent the demise of endangered species, ecosystems and native communities across the planet.",69,8
35,Ben-Hur,PG-13,"Classics, Drama",,Keith R. Clarke,"Pilou Asbk, David Walmsley, Yasen Atour, Denise Tantucci, Jarreth J Merz, Ioan Gunn, Craig Peritz, Julian Kostov, Maurice Lee, Giorgio Bonelli",8/19/2016,125,Paramount Pictures,25,190,53,18998,38,"Ben-Hur is the epic story of Judah Ben-Hur (Jack Huston), a prince falsely accused of treason by his adopted brother Messala (Toby Kebbell), an officer in the Roman army. Stripped of his title, separated from his family and the woman he loves (Nazanin Boniadi), Judah is forced into slavery. After years at sea, Judah returns to his homeland to seek revenge, but finds redemption. [Paramount Pictures]",31.5,21.5
36,Billy Lynn's Long Halftime Walk,R,Drama,Ang Lee,Jean-Christophe Castelli,"Joe Alwyn, Kristen Stewart, Chris Tucker, Garrett Hedlund, Makenzie Leigh, Vin Diesel, Steve Martin, Astro, Arturo Castro, Ismael Cruz Crdova, Barney Harris, Ben Platt, Deirdre Lovejoy, Bruce McKinnon, Laura Lundy Wheale, Beau Knapp, Alexandra Bartee, Randy Gonzalez, Richard Allen Daniel, Matthew Barnes, Mason Lee, Tommy McNulty, Tim Blake Nelson, Markina Brown, Katrina Pettiford, Erin Moore, Dana Barrett, Elizabeth Chestang, Richard Sherman, JJ Watt, Christopher Matthew Cook, Lee McLamb, Currin McLamb, Austin McLamb, Brad Mills, David Ramsey III, Matthew R Brady, Holly Anne Morris, Andy Glen, Brandin Jenkins, Chesta Drake, Cooper Andrews, Fajer Kaisi, Khalid Sadiki, Mbarek Ben Amr, Mohammed Ettaghlaoui, Moustapha El Airiji, Ayoub Bnini, Ayoub Smaili, Ismaili Alaoui, Souad Chaoui, Antonio Badrani, Badia Obaid, Abdellah Sadiki, Abderahmane Naji, Lailli Kadiri, Mansour Badri, Azim Ganem Rizk, Jay Peterson, Jay D Kacho, Zaydun Khalaf",11/18/2016,108,Sony Pictures,44,158,41,6226,53,"Based on the widely-acclaimed, bestselling novel, the film is told from the point of view of 19-year-old private Billy Lynn (Joe Alwyn) who, along with his fellow soldiers in Bravo Squad, becomes a hero after a harrowing Iraq battle and is brought home temporarily for a victory tour. Through flashbacks, culminating at the spectacular halftime show of the Thanksgiving Day football game, the film reveals what really happened to the squad - contrasting the realities of the war with America's perceptions. [Sony]",48.5,-7.5
37,Blair Witch,R,Horror,Adam Wingard,Simon Barrett,"James Allen McCune, Callie Hernandez, Brandon Scott, Valorie Curry, Corbin Reid, Wes Robinson",9/16/2016,89,Vertigo Entertainment,37,219,31,12840,47,"A group of college students venture into the Black Hills Forest in Maryland to uncover the mysteries surrounding the disappearance of James sister who many believe is connected to the legend of the Blair Witch. At first the group is hopeful, especially when a pair of locals offer to act as guides through the dark and winding woods, but as the endless night wears on, the group is visited by a menacing presence. Slowly, they begin to realize the legend is all too real and more sinister than they could have imagined.",42,-11
38,Blood Father,R,"Action & Adventure, Mystery & Suspense",Jean-Franois Richet,"Peter Craig, Andrea Berloff","Mel Gibson, Erin Moriarty II, Diego Luna, Michael Parks, William H Macy, Miguel Sandoval, Dale Dickey, Richard Cabral, Daniel Moncada",8/12/2016,88,,89,97,63,9869,66,"After her drug kingpin boyfriend frames her for stealing a fortune in cartel cash, 16 year old Lydia (Erin Moriarty) goes on the run, with only one ally in this whole wide world: her perennial screw-up of a dad, John Link (Mel Gibson), who's been a drunk, a drug addict, a motorcycle outlaw, and a convict in his time, and now is determined to keep his little girl from harm and, for once in his life, do the right thing.",77.5,-14.5
39,Blue Jay,NR,Drama,Alexandre Lehmann,Mark Duplass,"Mark Duplass, Sarah Paulson, Clu Gulager",10/7/2016,85,Duplass Brothers,91,32,77,2392,69,"Former high school sweethearts (Sarah Paulson and Mark Duplass) reconnect after 20 years when they unexpectedly run into each other in their hometown. They spend the day together, sharing stories and rediscovering old feelings, as well as a big secret from their past.",80,-3
40,Bridget Jones's Baby,R,"Comedy, Romance",Sharon Maguire,"Emma Thompson, Sharon Maguire, Helen Fielding, Dan Mazer","Rene Zellweger, Colin Firth, Patrick Dempsey, Jim Broadbent, Gemma Jones, Emma Thompson, Sally Phillips, Julian RhindTutt, Shirley Henderson, Ben Willbond, Paul Bentall, Agni Tsangaridou, Katia Elizarova, Tom Rosenthal, Beattie Edmondson, Sarah Solemani, Joanna Scanlan, Neil Pearson, Erron Gordon, Laura Pearce, John Webb, Patrick Malahide, Kate OFlynn, James Callis, Will Firth, Ed Sheeran, Rafferty Railton, Abigail Kimber, Amy Jayne, Adam Leese, Darren Boyd, Jessica Hynes, Alana Hood, Dolly Wells, George Barnden, Freddie Barnden, Cameron Lane, Enzo Cilenti, Ben Ashenden, Aiste Gramantaite, Maria Alexe, Souad Faress, Nick Mohammed, David Forest, Maitland Chandler, Dominic Coleman, Debra Gillett, Chooye Bay, Bruce Wang, Cathy Murphy, Ashley McGuire, Janet Henfrey, Richard Rycroft, David Crow, Shirley Dixon, Donald Douglas, James Faulkner, Celia Imrie, Shonn Gregory, Jill Buchanan",9/16/2016,122,Working Title,78,209,65,19983,59,"After breaking up with Mark Darcy (Colin Firth), Bridget Joness (Rene Zellwege) happily ever after hasnt quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. What could possibly go wrong? Then her love life takes a turn and Bridget meets a dashing American named Jack (Patrick Dempsey), the suitor who is everything Mr. Darcy is not. In an unlikely twist she finds herself pregnant, but with one hitchshe can only be fifty percent sure of the identity of her babys father.",68.5,-3.5
41,Burn Country,NR,Drama,Ian Olds,"Ian Olds, Paul Felten","Dominic Rains, Melissa Leo, James Franco, Rachel Brosnahan, Thomas Jay Ryan, Tim Kniffin, Wendy Vanden Heuvel, Ari Vozaitis, John Craven, Gabe Maxson, Liz Jahren, Keith Baker, Sharia Pierce, Brent Lindsay, Michelle Maxson, Emile Rosewater, Mose Portal",12/9/2016,103,ACE Productions,60,15,41,205,60,"After being exiled from Afghanistan, a former war journalist (Dominic Rains) who worked as a fixer in his home country settles in a small town in Northern California and takes a job with a local newspaper. But when he attempts to cover local crime, he stumbles into local corruption that puts himself and others in danger.",60,-19
42,Cabin Fever,R,Horror,"Travis Zariwny, Eli Roth","Randy Pearlstein, Eli Roth","Gage Golightly, Matthew Daddario, Nadine Crocker, Dustin Ingram, Samuel Davis, Randy Schulman, Louise Linton, George Griffith, Tim Zajaros, Aaron Trainor, Laura Kenny, Bradford Farwell, Derrick Means, Jason Rouse, Benton Morris, Dawson Doupe, Teresa Decher, Lorraine Bahr, Ted Pfeiffer, Michelle Darris, Rider Strong, Jordan Ladd, James DeBello, Cerina Vincent, Joey Kern, Arie Verveen, Tim Parati, Hal Courtney, Matthew Helms, Richard Boone",2/12/2016,99,Pelican Point Media,0,28,12,695,14,"A flesh-eating virus makes a meal of 5 teens on spring break in a remote wood cabin in this update of Eli Roths classic gorefest, with all-new characters and all-new kills. [IFC Midnight]",7,5
43,Cameraperson,NR,Documentary,Kirsten Johnson,,Kirsten Johnson,9/9/2016,102,Fork Films,99,105,68,963,89,"A boxing match in Brooklyn; life in postwar Bosnia and Herzegovina; the daily routine of a Nigerian midwife; an intimate family moment at home: these scenes and others are woven into Cameraperson, a tapestry of footage collected over the twenty-five-year career of documentary cinematographer Kirsten Johnson. Through a series of episodic juxtapositions, Johnson explores the relationships between image makers and their subjects, the tension between the objectivity and intervention of the camera, and the complex interaction of unfiltered reality and crafted narrative. A hybrid work that combines documentary, autobiography, and ethical inquiry, Cameraperson is both a moving glimpse into one filmmakers personal journey and a thoughtful examination of what it means to train a camera on the world. [Janus Films]",94,-26
